label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,USERNAME jaringan mati ya Henteu bisa dibuka mobile jkn Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya kecewa,0.9708865880966188,1,[0.0151 0.9116 0.0123 0.0499 0.0111],1,[0.0218 0.9009 0.0098 0.0514 0.0161],"{'jaringannya': 'jaringan', 'USERNAME': 'USERNAME', 'Tidak': 'Henteu'}",1,3,6.11,0.6454545454545455,0.5204545454545455,0.9751430030573498,4.576340909090909,0.5568181818181818,0.125,0.08863636363636374,0.5204545454545455
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.","It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",1.0,4,[0.0995 0.0994 0.0089 0.0277 0.7645],4,[0.0995 0.0994 0.0089 0.0277 0.7645],,4,4,0.02,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME Koq Ngabalin di sebut tokoh gak salah tuh hidungnya tambah gede ntar toko sorban kali ya,1.0,1,[0.1002 0.7372 0.0062 0.1125 0.0439],1,[0.1384 0.4826 0.0116 0.3369 0.0304],{'USERNAME': 'USERNAME'},0,0,10.32,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME Selamat Soré Sahabat Pos Kiriman tsb sudah diterima ya sahabat Terima cinta telah mempercayakan dan menggunakan layanan kami URL,0.968864679336548,4,[0.0186 0.0157 0.0103 0.0062 0.9492],4,[0.0468 0.0073 0.0593 0.0061 0.8806],"{'URL': 'URL', 'Siang': 'Soré', 'kasih': 'cinta'}",4,4,5.16,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",Di hari ini yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat husus Makasih mamah makasih uwa makasih kakek makasih URL,0.9757117629051208,4,[0.0999 0.0066 0.0238 0.0112 0.8586],4,[0.2085 0.0143 0.0229 0.0186 0.7357],"{'special': 'husus', 'mamih': 'mamah', 'dimana': 'dimana'}",4,4,4.7,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang teriak teriak ganti Présidén gimana pulang kampung naik kereta api alus kan stasiun kereta kereta apinya juga alus ber AC semua coba 4 tahun yg lalu banyak copetnyaaahh byk calon,0.9021027088165284,1,[0.0138 0.9443 0.0082 0.0168 0.0168],1,[0.0728 0.8416 0.005  0.06   0.0206],"{'presiden': 'Présidén', 'calonyaaahh': 'calon', 'bagus': 'alus'}",1,4,5.38,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yg tuntas jd nga ngarang dalam hidup Nyaeta saja disebut2 témbal quran trus lu mau jelek2in Nyaeta Bisa baca alquran ga URL,0.9379274249076844,1,[0.0216 0.9109 0.0142 0.0184 0.0348],4,[0.4096 0.0993 0.0196 0.0391 0.4324],"{'dialquran': 'témbal quran', 'Isa': 'Nyaeta', 'ga': 'ga', 'jelek2in': 'jelek2in'}",4,1,5.5,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk USERNAME panjang umur jadi pribadi yang jauh lebih baik semoga apa yang di terwujud dan langgeng sama USERNAME,0.9961297512054444,4,[0.0209 0.0213 0.0086 0.0066 0.9427],4,[0.034  0.0779 0.0095 0.0087 0.8698],{'canteeeekk': 'canteeeekk'},4,4,4.83,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[0.0704 0.6283 0.007  0.0207 0.2736],1,[0.0704 0.6283 0.007  0.0207 0.2736],,4,4,0.02,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ","Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",1.0,0,[0.653  0.1593 0.0231 0.0933 0.0713],0,[0.653  0.1593 0.0231 0.0933 0.0713],,3,3,0.02,,,,,,,,
