label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",Pixy ini kok gemesim Setelah jatuh viseur sama lip cream kayak nya bakal jatih viseur sama yang Huft,0.8901565670967102,2,[2.870e-02 7.000e-04 9.422e-01 2.300e-03 2.610e-02],0,[0.9657 0.0038 0.0138 0.0025 0.0143],"{'pixy': 'pixy', 'kayak': 'kayak', 'lip': 'lip', 'cinta': 'viseur', 'setelah': 'après', 'huft': 'huft', 'jatih': 'jatih', 'gemesim': 'gemesim', 'cream': 'cream'}",0,2,0.54,0.7204545454545455,0.5590909090909091,0.9132063030519268,0.2461831818181818,0.6818181818181818,0.16136363636363638,-0.12272727272727268,0.6909090909090909,6.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit hepatitis B 100x lebih infeksius dari Duhh Dan belum ada,0.9448561668395996,3,[0.0065 0.0011 0.0027 0.9869 0.0027],0,[0.9327 0.0018 0.0025 0.0598 0.0032],{'duhh': 'duhh'},0,3,0.0596,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg si Ahok jd jurkamnya Jokowi Nemo mouvement malah berbalik jd ikon punya Persis kejadian 212 qui jd panggung Jkw,0.8513354659080505,3,[0.0031 0.0116 0.001  0.9829 0.0014],3,[0.0054 0.0984 0.0016 0.892  0.0026],"{'jurkamnya': 'jurkamnya', 'jkw': 'jkw', 'kalo': 'si', 'kejadian': 'kejadian', 'jd': 'jd', 'movement': 'mouvement', 'nemo': 'Némo', 'lg': 'lg', 'panggung': 'panggung', 'yg': 'qui', 'persis': 'exactement', 'ikon': 'ikon', 'jokowi': 'jokowi', 'gw': 'gw'}",3,3,0.5714,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...","Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",1.0,4,[0.2075 0.013  0.0618 0.0124 0.7053],4,[0.2075 0.013  0.0618 0.0124 0.7053],,4,4,0.04,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",Selamat pak resmi jadi sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama Regardez pertandingan Biar comprendre sejarah dan kesetiaan haha,0.9259535670280457,4,[1.100e-02 1.100e-03 5.100e-03 5.000e-04 9.823e-01],4,[0.0115 0.0038 0.0026 0.0012 0.9809],"{'haha': 'haha', 'jagoan': 'jagoan', 'sejarah': 'sejarah', 'selamat': 'sûr', 'ynwa': 'ynwa', 'biar': 'biar', 'dengar': 'dengar', 'dikasih': 'dikasih', 'tonton': 'Regardez', 'kesetiaan': 'kesetiaan', 'si': 'si', 'pertandingan': 'pertandingan', 'ngerti': 'comprendre'}",4,4,0.6238,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",Pas aktip di ig merasa twitter ini tempat melarikan Pas lbh sering merasa ig itu aku besoin mau di marché,0.9291101694107056,0,[0.7764 0.2    0.0013 0.0212 0.0011],0,[0.8785 0.076  0.002  0.0033 0.0401],"{'aktip': 'aktip', 'pasar': 'marché', 'lbh': 'lbh', 'pas': 'pas', 'ig': 'ig', 'butuh': 'besoin'}",0,1,0.2635,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.0284 0.0054 0.0048 0.0799 0.8816],4,[0.0284 0.0054 0.0048 0.0799 0.8816],,4,4,0.07,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda","Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",1.0,1,[7.940e-02 9.059e-01 9.000e-04 1.600e-03 1.230e-02],1,[7.940e-02 9.059e-01 9.000e-04 1.600e-03 1.230e-02],,1,1,0.06,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya si saya nikah saya Géorgie bisa bahagiain si punya anak nanti saya banding,0.94511878490448,3,[0.0013 0.0025 0.0057 0.9893 0.0013],3,[0.0031 0.005  0.0038 0.9865 0.0016],"{'bahagiain': 'bahagiain', 'anak': 'anak', 'kalo': 'si', 'ga': 'Géorgie', 'nikah': 'nikah'}",3,3,0.2277,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang économie buat makan Dengan narasi yang cukup simple tapi bisa langsung ngena ke je Well Fini,0.950271725654602,4,[4.300e-03 8.000e-04 5.200e-03 1.100e-03 9.885e-01],4,[0.0033 0.002  0.0038 0.0015 0.9894],"{'salut': 'salut', 'done': 'Fini', 'nabung': 'économie', 'ngena': 'ngena', 'simple': 'simple', 'langsung': 'langsung', 'ad': 'ad', 'gua': 'je', 'tokopedia': 'Tokopédia', 'well': 'well', 'makan': 'makan', 'bikin': 'bikin'}",4,4,0.287,,,,,,,,,
